word	k	p	sqrt_kp	sum	DF	DFtoWF	cluster	pq
souvenir	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
capitalize	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
category	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
cafés	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
rush	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
capsule	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
leap	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
strengthen	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
dreamers	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
riches	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
moat	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
whispering	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
soothing	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
poet	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
premium	0.00156585268173594	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
musician	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
simplifying	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
centric	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
mother	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
machine	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
spa	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
reads	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
processes	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
reporting	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
continuously	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
enlightenment	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
manually	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
span	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
package	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
continue	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
retail	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
white	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
transformative	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
core	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
performers	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
lucrative	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
homes	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
member	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
territorial	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
harmoniously	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
luxury	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
admired	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
marathon	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
crisp	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
certainly	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
plants	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
showing	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
unmatched	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
visits	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
analyzing	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
accurately	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
afraid	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
encounters	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
budgets	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
via	0.00156585268173594	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
forming	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
riga	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
scars	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
desserts	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
meander	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
echoed	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
foodie	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
eclectic	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
objectives	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
consistently	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
states	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
guesthouse	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
notice	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
layers	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
fails	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
dzitva	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
juggling	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
observation	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
suggesting	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
watchlist	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
appliances	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
resistance	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
favorable	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
smolensk	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
ramparts	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
majestically	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
vacancy	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
screening	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
productions	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
puts	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
spice	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
conservation	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
piqued	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
falling	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
beckon	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
explorations	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
donations	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
visited	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
envision	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
lands	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
rally	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
merges	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
sky	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
facets	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
merchant	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
occasions	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
feudal	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
season	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
brought	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
involvement	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
loyalty	0.00156585268173593	0.117714114335448	0.117724528490879	6	6	1	8	0.13341946895907
palate	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
remaining	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
appropriately	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
measurable	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
healthy	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
centralized	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
kvass	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
transitions	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
elegance	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
visionary	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
brighter	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
exclusively	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
vehicle	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
confidence	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
polls	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
entering	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
develop	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
nouveau	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
regal	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
rustic	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
nuances	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
gap	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
balance	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
bonfires	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
booking	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
kayak	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
bed	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
unfortunately	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
savory	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
heyday	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
placing	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
felt	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
physical	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
lend	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
meals	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
possesses	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
apartments	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
territories	0.00156585268173592	0.117714114335448	0.117724528490879	6	6	1	8	0.133419468959071
giveaways	0.00126033435046888	0.1189771871754	0.118983862396735	6	4	0.666666666666667	5	0.135044388684957
andrew	0.00126027963754898	0.118977335844498	0.11898401047796	6	4	0.666666666666667	5	0.135044580219219
introspection	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
prayer	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
thread	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
heartland	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
organizes	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
placed	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
road	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
actors	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
weaving	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
tune	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
successfully	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
subsequently	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
streamlining	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
bravery	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
hot	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
automate	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
devastation	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
thinkers	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
lakeshore	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
nostalgic	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
narratives	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
roaming	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
higher	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
tides	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
room	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
smarhonskiye	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
safety	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
spectacular	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
neighborhood	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
sparking	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
auto	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
delves	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
crowdfunded	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
wetlands	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
journeys	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
dominates	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
flavorsome	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
domestic	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
tedious	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
friendliness	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
preserves	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
northwestern	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
peak	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
reconnecting	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
waterfront	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
schools	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
workshop	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
wondered	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
millions	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
headlines	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
northeastern	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
regime	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
collaborators	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
ceremonies	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
movements	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
owned	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
routine	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
grabs	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
fruitful	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
maintaining	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
associated	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
myastro	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
founding	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
conferences	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
pulse	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
vivid	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
enchantment	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
materials	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
trendy	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
homemade	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
beverage	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
apps	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
inventor	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
captured	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
cheese	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
seminars	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
rapidly	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
fell	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
warfare	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
corporations	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
addictive	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
aristocrats	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
lived	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
combinations	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
flow	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
melodies	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
upgrade	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
buzzing	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
rapport	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
wants	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
frontier	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
freelancing	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
lenin	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
pave	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
steps	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
staff	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
renovated	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
phone	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
gladly	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
indispensable	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
appreciating	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
unfolds	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
intercession	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
architecturally	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
application	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
brewed	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
beer	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
digitally	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
desires	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
footsteps	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
disposal	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
scholars	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
entire	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
guiding	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
followed	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
delved	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
boast	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
literary	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
elevates	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
lavish	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
adorning	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
profession	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
accessories	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
flavor	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
accompanied	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
seasons	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
altar	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
expanse	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
straightforward	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
mysterious	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
realizing	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
swim	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
luck	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
busy	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
rococo	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
educate	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
score	0.00145133925854027	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
goldmine	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
settle	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
downs	0.00145133925854029	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
ignite	0.00145133925854028	0.1376511577316	0.137658808691973	5	5	1	8	0.159623520070498
